1,    8,libmozgtk.so
2,   12,libmozgtk.so
3,   52,libbrowsercomps.so
4,   56,libclearkey.so
5,   60,liblgpllibs.so
6,  216,libmozavutil.so
7, 1548,libmozavcodec.so
8,67988,libxul.so
