0	700821504	793461925
1	1007017984	913513832
2	1083166720	976238404
3	1129484288	981608943
4	1170509824	998212088
5	1215578112	978111424
6	1256210432	978920891
7	1310081024	979592068
8	1353986048	982620451
9	1413099520	978811571
10	1440325632	984719965
11	1483186176	976837929
12	1527357440	977776573
13	1572184064	978192000
14	1619763200	980269741
15	1667997696	984142866
16	1702731776	978270321
17	1746903040	978306198
18	1792253952	986264928
19	1838452736	981508532
20	1877905408	981045710
21	1925222400	982392417
22	1976340480	983288537
23	2033618944	981481636
24	2076217344	981760323
25	2112655360	983688700
26	2145161216	976854204
27	2182254592	982862427
28	2228260864	981203303
29	2282524672	986308866
30	2329841664	980766283
31	2364968960	980466960
32	2398261248	977624871
33	2434437120	980292358
34	2473627648	976050080
35	2512162816	983752408
36	2549911552	982691685
37	2584645632	982612658
38	2616889344	981292104
39	2654638080	978227083
40	2686619648	984297227
41	2736033792	982733384
42	2781253632	986178655
43	2823454720	981308841
44	2858188800	982221904
45	2894757888	984542634
46	2958852096	1004073573
47	2990571520	981480372
48	3020324864	983913051
49	3051257856	979848415
50	3097264128	981012636
51	3124920320	988232822
52	3171450880	1003475889
53	3203956736	1003443316
54	3253633024	1002605536
55	3312615424	1004077888
56	3420880896	1004074363
57	3424026624	1004072476
58	3473309696	1004077959
59	3518791680	1004078222
60	3607265280	1001408429
61	3862593536	993939640
62	4086595584	999805372
63	4099571712	1003528969
64	4099702784	1001205739
65	4099702784	1003478982
66	4164845568	1004420562
67	4432887808	996669391
68	4636180480	998949757
69	4938563584	996492772
70	5127962624	999346627
71	5142904832	1003454990
72	5149196288	996774055
73	5153128448	998038426
74	5163352064	999030968
75	5163483136	1002688286
76	5164400640	1002217396
77	5166366720	1004077389
78	5168726016	1004072474
79	5168726016	1004071840
80	5168726016	1004067851
81	5172264960	1004074558
82	5214208000	1004074511
83	5231902720	1004074787
84	5234917376	997345860
85	5319720960	989748393
86	5374115840	974408367
87	5416321024	1003370205
88	5477793792	1002477303
89	5533106176	1004377270
90	5591826432	1003518624
91	5661818880	1003437322
92	5728796672	1003497958
93	5799313408	1002430836
94	5871140864	1003493008
95	5943230464	1003454506
96	6014402560	1002609556
97	6098026496	1003465128
98	6173261824	1003501992
99	6351781888	1003443530
100	6530039808	1003352643
101	6530039808	1003550273
102	6530039808	1003541942
103	6530039808	1003518984
104	6530170880	1003541315
105	6530170880	1003436046
106	6530170880	1002539206
107	6530301952	1004506905
108	6530433024	1002538707
109	6530433024	1003527739
110	6530433024	1003551093
111	6530433024	1003498889
112	6530433024	1003517988
113	6530433024	1003505823
114	6530957312	1003526893
115	6531088384	1003534843
116	6531088384	1003474924
117	6533709824	1003496128
118	6543278080	1003416026
119	6543278080	1003526704
120	6543278080	1003484776
121	6543278080	1003538649
122	6543278080	1002479398
123	6548127744	1003512760
124	6548127744	1003439714
125	6548127744	1004524966
126	6548127744	1003457140
127	6548127744	1003535046
128	6548127744	1003484488
129	6548258816	1003534186
130	6548258816	1003769223
131	6548258816	1004078018
132	6561234944	1004077927
133	6561234944	1004073743
134	6561234944	1004078562
135	6561234944	1004073683
136	6575521792	1004077936
137	6579978240	1004073114
138	6580371456	1004077735
139	6580371456	1004073596
140	6580371456	1004074687
141	6580371456	1004074384
142	6580371456	1004077761
143	6580371456	1004075063
144	6600556544	1004077422
145	6600556544	1004073411
146	6600556544	1004077698
147	6600556544	1004059139
148	6600556544	1004072286
149	6600556544	1004077634
150	6600556544	1004072514
151	6600556544	1004078339
152	6600556544	1004072438
153	6634110976	1003060000
154	6634110976	1004074755
155	6634110976	1004072902
156	6634110976	1004072523
157	6634110976	1004072275
158	6634110976	1004078366
159	6634110976	1004066517
160	6634110976	1004071913
161	6634110976	1004078242
162	6634110976	1004077439
163	6667665408	1004066858
164	6667665408	1004061328
165	6667665408	1004072081
166	6667665408	1004067398
167	6667665408	1004077017
168	6647443456	1004078207
169	6647443456	1004069995
170	6647443456	1004073057
171	6647443456	1004078277
172	6647443456	1004077441
173	6647443456	1004077999
174	6613889024	1004078157
175	6613889024	1004077989
176	6613889024	1004058660
177	6613889024	1004064921
178	6613889024	1004077872
179	6613889024	1005078066
180	6613889024	1003077981
181	6617427968	1004077912
182	6618345472	1004062928
183	6618345472	1004073342
184	6618345472	1004073744
185	6564425728	1004063643
186	6564425728	1004075035
187	6564425728	1004077877
188	7195537408	3205962076
189	8196665344	8295229239
190	8496558080	8153806872
191	8744677376	8238634123
192	9011671040	8298894131
193	9266868224	8512505416
194	9581834240	8286019809
195	9871896576	8408712920
196	10079121408	8204905961
197	10102583296	8429570646
198	10043863040	8355325760
199	10248990720	8318729016
200	10408570880	8208753381
201	10280640512	8407680594
202	10542264320	8337039366
203	9703198720	8189209066
204	9349451776	8343743197
205	9613291520	7811101511
206	9896931328	8229778210
207	10164318208	8213044114
208	10383732736	8245509381
209	10704465920	8285980977
210	11038306304	8444720895
211	11252609024	8370606327
212	11317358592	8310538117
213	11264929792	8363137071
214	11344228352	8249491930
215	11635994624	8297788326
216	11717521408	8352583987
217	11802718208	8190581426
218	11880050688	8249055603
219	12017917952	8537207055
220	10998718464	8181520422
221	10889125888	8634094861
222	10901159936	8306674947
223	11320983552	8340871046
224	11577622528	8294077546
225	11666620416	8354570305
226	11971158016	8138596329
227	12273541120	8425521869
228	12433186816	8262824559
229	12480503808	8338212728
230	12596502528	8249952972
231	12845801472	8523707977
232	13030612992	8401250971
233	13169942528	8347273138
234	13267460096	8231672276
235	12721405952	8144021448
236	12789366784	8307162387
237	11756101632	6948851582
238	11878916096	5018280594
239	12056387584	5016708980
240	12249718784	5015714014
241	12350644224	5019205160
242	12124516352	5018205003
243	12103184384	4017451859
244	11930935296	3184580098
245	11988217856	3012222294
246	11681722368	2375440711
247	11382480896	2010129664
248	6882496512	1025088187
249	6775218176	7819160480
250	8001396736	8215990120
251	8079855616	8344248858
252	8352870400	8140470241
253	8769155072	8235295632
254	9314021376	8309178155
255	9854365696	8378934424
256	10318692352	8416957861
257	10711093248	8293965808
258	11172495360	8217982768
259	11541856256	8192186473
260	11895619584	8340417352
261	12223037440	8184417882
262	12558057472	8230248466
263	12891373568	8296365404
264	13254967296	8350581555
265	13618429952	8470618347
266	13993033728	8237727597
267	14326611968	8131530022
268	14971355136	8451062334
269	15515828224	8172908129
270	16086908928	8213167146
271	16786702336	8020334720
272	17433411584	8396120341
273	18072125440	8279190711
274	18694062080	8323349008
275	19202359296	8364569665
276	19676053504	8091141076
277	20109901824	8168768048
278	20470611968	8304760635
279	20848099328	8315491346
280	21200814080	8036438475
281	21554839552	8114900628
282	21814099968	8207114220
283	22113337344	8357076606
284	22386753536	8220223143
285	22645489664	8268190050
286	22888366080	8167356116
287	23107256320	8331122756
288	23339778048	8192155798
289	23470063616	8167885408
290	23585538048	8364769132
291	23672176640	8271352796
292	23775461376	8465780285
293	23809146880	8195161082
294	23918460928	8501060595
295	23948869632	8242221772
296	23985438720	8387857577
297	24016633856	8267323851
298	24041406464	8135223143
299	24064737280	8146593452
300	24139972608	8245748726
301	24171692032	8271188856
302	24216125440	8305126330
303	24261083136	8446545408
304	24293457920	8210044548
305	24319148032	8473507573
306	24358076416	8167910911
307	24742379520	8279418690
308	24778162176	8080001325
309	24794415104	8265878800
310	24828231680	8426683007
311	24847499264	8281252250
312	24878039040	8329131147
313	24890621952	8161370754
314	24899534848	8369954426
315	24906612736	8180223383
316	24913297408	8593293350
317	24945541120	8170893151
318	24949080064	8198110493
319	24951701504	8301721559
320	24961269760	8248537546
321	24971100160	8299078584
322	24983683072	8248599431
323	25027330048	8320938509
324	25041616896	8222398235
325	25050923008	8251652345
326	25052102656	8295567173
327	25054461952	8442660847
328	25056952320	8098101187
329	25098240000	8414229613
330	25101385728	8302337156
331	25127469056	8152909662
332	25314770944	8407775932
333	25579012096	8453680630
334	25626591232	8215507106
335	25634586624	8250111141
336	25637732352	8246727309
337	25638649856	8144516573
338	25639829504	8160908365
339	25640353792	7774378519
340	25642450944	8519201299
341	25643106304	8305298177
342	25647562752	8362472598
343	25651101696	8426461554
344	25651757056	8122704230
345	25653854208	8417603345
346	25655427072	8089921736
347	25655820288	8306324373
348	25656868864	8250860962
349	25706676224	8432153197
350	25717686272	8450016042
351	25719390208	8265467586
352	25753468928	8291065929
353	25754255360	8338021048
354	25754779648	8091995469
355	25756614656	8176824992
356	25763037184	8132029902
357	25772081152	8240304482
358	25778503680	8307243663
359	25779421184	8167445260
360	25788989440	8416132122
361	25790431232	8235720757
362	25792659456	8368053537
363	25804713984	8310673824
364	25821360128	8149997763
365	25829748736	8105597672
366	25838923776	8440497148
367	25849409536	8230624041
368	25858584576	8354133765
369	26434514944	8297669821
370	26449588224	8397091448
371	26469249024	8185644569
372	26481307648	8213650929
373	26493890560	8185334717
374	26504376320	8287835160
375	26521153536	8316292537
376	26532425728	8295080342
377	26548809728	8519717247
378	26580660224	8217639448
379	26593505280	8533221451
380	26609496064	8336782330
381	26626797568	8348034357
382	26643050496	8239577778
383	26655240192	8064421746
384	26665201664	8213473152
385	26673590272	8186019793
386	26687483904	8352799636
387	26699673600	8412469546
388	26706751488	8438262385
389	26713829376	8279967102
